Publisher,Genres,App_Name,Release_Date,Id,Developer
,"['Casual', 'Indie', 'Simulation', 'Strategy']",Plague Inc: Evolved Soundtrack,2014-09-10,315960,Ndemic Creations
Kasedo Games,"['Indie', 'RPG', 'Simulation', 'Strategy']",Hegemony Rome: The Rise of Caesar - Bannermen Pack,2014-09-04,308170,Longbow Games
Ripatti Software,"['Casual', 'Indie', 'Strategy']",Great Permutator Demo,2014-09-10,319340,Ripatti Software
505 Games,['Action'],El Diablo Islands - Host,2014-09-04,321620,Eko Software
Activision,['Action'],Call of Duty®: Ghosts - Nemesis,2014-09-04,259253,Infinity Ward
Hyper Hippo Games,"['Action', 'Free to Play', 'Indie']",Wild Warfare - Steam Starter Kit,2014-09-04,315120,Hyper Hippo Games
United Independent Entertainment GmbH,"['Simulation', 'Strategy']",Transport Giant,2004-06-08,271370,United Independent Entertainment GmbH
Microids,"['Action', 'Adventure']",Red Johnson's Chronicles - 1+2 - Steam Special Edition,2014-09-05,312050,Lexis Numérique
,"['Audio Production', 'Utilities', 'Video Production']",Octodad Free Avatar,Sep 2014,315190,Holotech Studios
Force Of Habit,"['Action', 'Casual', 'Indie', 'Strategy']",Toast Time,2014-08-27,316660,Force Of Habit
"KOEI TECMO GAMES CO., LTD.",['Strategy'],Nobunaga's Ambition: Souzou - Scenario Tennouzan,2014-08-27,297890,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Strategy'],NOBUNAGA'S AMBITION: Souzou (Traditional Chinese version),Aug 2014,292990,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Strategy'],Nobunaga's Ambition: Souzou - Scenario Nagashinonotatakai,2014-08-27,297891,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Strategy'],Nobunaga's Ambition: Souzou - Scenario Tetorigawa,2014-08-27,297893,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Strategy'],Nobunaga's Ambition: Souzou - Scenario Itsukushima,2014-08-27,297892,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Strategy'],Nobunaga's Ambition: Souzou - Scenario Dokuganryutatsu,2014-08-27,297894,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Strategy'],Nobunaga's Ambition: Souzou - Scenario Shingenjouraku,2014-08-27,297895,"KOEI TECMO GAMES CO., LTD."
WildTangent,"['Action', 'Adventure', 'RPG']",FATE: The Traitor Soul,2009-09-09,303680,WildTangent
Team Reptile,"['Action', 'Indie', 'Sports']",Lethal League,2014-08-27,261180,Team Reptile
,"['Casual', 'Free to Play', 'Indie']",Animal Pack,2014-08-21,300150,The Men Who Wear Many Hats
Artifex Mundi,['Casual'],Grim Legends: The Forsaken Bride,2014-02-25,284850,Artifex Mundi
Dovetail Games - Trains,['Simulation'],Train Simulator: BR Class 35 Loco Add-On,2014-08-21,258677,Dovetail Games
,"['Casual', 'Free to Play', 'Indie']",True Gentlemen Pack,2014-08-21,261220,
CMI,"['Action', 'Free to Play', 'Strategy']",The Great War 1918,2013-03-13,314420,"Relic Entertainment,The Great War 1918 Development Team"
,"['Adventure', 'Indie']",Shadowgate - Special Edition DLC,2014-08-21,318591,Zojoi
Interbellum team,"['Indie', 'RPG', 'Strategy']",Bravada,2014-08-22,315930,Interbellum team
Psychic Software,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Strategy']",Darkwind: War on Wheels,2014-08-22,295710,Psychic Software
Timbre Interactive,"['Indie', 'Simulation']",Sentris,2015-08-12,303530,Timbre Interactive
Haruneko Entertainment,"['Action', 'Casual', 'Indie']",Amazing Princess Sarah,2014-08-18,315850,Haruneko Entertainment
"Double Fine Presents, David OReilly","['Casual', 'Indie', 'RPG', 'Simulation']",Mountain,2014-07-01,313340,David OReilly
"Arcen Games, LLC","['Indie', 'Strategy']",AI War: Destroyer of Worlds,2014-08-18,317150,"Arcen Games, LLC"
SFB Games,"['Adventure', 'Indie']",Detective Grimoire,2014-08-18,272600,SFB Games
Viva Media,"['Adventure', 'Casual']",Haunted,2012-12-11,260550,dtp Entertainment
Spearhead Games,"['Action', 'Free to Play', 'Indie', 'Sports', 'Strategy', 'Early Access']",ACE - Arena: Cyber Evolution,2014-08-18,285580,Spearhead Games
Spearhead Games,"['Action', 'Free to Play', 'Indie', 'Sports', 'Strategy']",ACE Founder Pack DLC,2014-08-18,318271,Spearhead Games
Spearhead Games,"['Action', 'Free to Play', 'Indie', 'Sports', 'Strategy']",ACE Champion Pack DLC,2014-08-18,316130,Spearhead Games
Capcom,['Action'],USFIV: Classic Vacation Pack,2014-08-11,308264,Capcom
KISS ltd,['Indie'],Super Killer Hornet Original,2014-08-11,316400,Flump Studios
Spearhead Games,"['Action', 'Free to Play', 'Indie', 'Sports', 'Strategy']",ACE Supporter Pack DLC,2014-08-18,287620,Spearhead Games
Capcom,['Action'],USFIV: Challengers Vacation Pack 1,2014-08-11,308266,Capcom
Capcom,['Action'],USFIV: Challengers Vacation Pack 2,2014-08-11,308267,Capcom
SuckerFree Games,"['Action', 'Adventure', 'Casual', 'Indie']",Dungeons: The Eye of Draconus,2014-08-01,303510,SuckerFree Games
Capcom,['Action'],USFIV: Arcade Challengers Vacation Pack,2014-08-11,308268,Capcom
The Quinnspiracy,"['Free to Play', 'Indie', 'RPG', 'Simulation']",Depression Quest,2014-08-11,270170,"The Quinnspiracy,Patrick Lindsey,Isaac Schankler"
Capcom,['Action'],USFIV: 2014 Challengers Vacation Pack,2014-08-11,308269,Capcom
BulkyPix,"['Action', 'Adventure']",Blinding Dark,2014-08-12,303870,Games Hut
,"['Casual', 'Simulation']",Rocksmith® 2014 – No Doubt - “Don’t Speak”,2014-08-12,294978,Ubisoft - San Francisco
Deep Silver,['RPG'],Risen 3 - Titan Lords,2014-08-12,249230,Piranha Bytes
,"['Casual', 'Simulation']",Rocksmith® 2014 – No Doubt - “Ex-Girlfriend”,2014-08-12,294979,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – No Doubt - “Spiderwebs”,2014-08-12,294980,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – No Doubt Song Pack,2014-08-12,294981,Ubisoft - San Francisco
N3V Games,['Simulation'],Trainz Simulator DLC: CONTZ Pack - Basic Edition,2014-08-12,318050,N3V Games
Ubisoft,['Racing'],Trials Fusion - Empire of the Sky,2014-08-19,311551,"RedLynx, in collaboration with Ubisoft Shanghai, Ubisoft Kiev"
Vexel Games,"['Action', 'Adventure', 'Indie']",Trace Vector,2014-08-19,297410,Vexel Games
,"['Casual', 'Simulation']",Rocksmith® 2014 – Duran Duran - “Ordinary World”,2014-08-19,294982,Ubisoft - San Francisco
The Fighter Collection,['Simulation'],DCS: Fw 190 D-9 Dora,2014-08-19,250990,Eagle Dynamics SA
,"['Casual', 'Simulation']",Rocksmith® 2014 – Duran Duran - “Hungry Like the Wolf”,2014-08-19,294983,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Duran Duran - “Rio”,2014-08-19,294984,Ubisoft - San Francisco
Scott Cawthon,"['Indie', 'Simulation']",Five Nights at Freddy's,2014-08-18,319510,Scott Cawthon
,"['Casual', 'Simulation']",Rocksmith® 2014 – Duran Duran Song Pack,2014-08-19,294985,Ubisoft - San Francisco
Ludeme Games,"['Indie', 'Sports', 'Strategy']",Chess 2: The Sequel,2014-08-19,314340,"Ludeme Games,Sirlin Games"
1C Company,"['RPG', 'Strategy']",King's Bounty: Dark Side,2014-08-19,289520,1C-SoftClub
N3V Games,['Simulation'],Trainz Simulator DLC: SNCF - AGC Languedoc,2014-08-19,318960,N3V Games
SpikySnail,"['Action', 'Casual', 'Indie']",Super Spatters Demo,2014-08-06,265350,SpikySnail
,"['Indie', 'RPG']",Fantasy Grounds - PFRPG: BASIC3 - A Giving Time,2014-08-20,319840,"SmiteWorks USA, LLC"
Warlock Arts,"['Action', 'Indie', 'Strategy']",Tiestru,2014-08-20,317720,Warlock Arts
Biart Company LLC,"['Action', 'Indie', 'Simulation', 'Sports']",Depth Hunter 2: Deep Dive Demo,2014-08-20,317910,Biart Company LLC
Biart Company LLC,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports']",Depth Hunter 2: Deep Dive,2014-08-20,248530,Biart Company LLC
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - DW7 ORIGINAL COSTUME PACK 1,2014-08-20,316860,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - DW7 ORIGINAL COSTUME PACK 2,2014-08-20,316861,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - SOLDIER & OFFICER UNIFORM SET,2014-08-20,316868,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - DW7 ORIGINAL COSTUME PACK 3,2014-08-20,316862,"KOEI TECMO GAMES CO., LTD."
,['Simulation'],Trainz Simulator DLC: CONTZ Pack - Standard Edition,2014-08-12,317690,N3V Games
Aerosoft GmbH,['Simulation'],OMSI 2 Add-on City Bus O305,2014-08-12,271390,"MR-Software GbR,Rolf Westphalen"
Cosmic Cow LLC,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']",Cubic Castles,2014-08-13,317470,Cosmic Cow LLC
Devolver Digital,"['Indie', 'RPG']",Always Sometimes Monsters Demo,2014-08-13,317760,Vagabond Dog
,"['Action', 'Free to Play', 'Indie', 'RPG']",Forge Pathfinder VIP Pack,2014-08-13,313850,Dark Vale Games
SEGA,['Strategy'],Total War: ROME II - Daughters of Mars Unit Pack,2014-08-14,297830,Creative Assembly
SCS Software,"['Indie', 'Simulation']",Euro Truck Simulator 2 - High Power Cargo Pack,2014-08-14,304214,SCS Software
Puuba,['Indie'],Concursion Demo,2014-08-11,318080,Puuba
Pentavera,"['Action', 'Indie']",Hangeki,2014-08-11,316020,Pentavera
Noble Empire Corp.,"['Free to Play', 'Simulation']",World of Guns:World War II Pack,2014-06-20,310400,Noble Empire Corp.
Screwy Lightbulb,"['Adventure', 'Casual']",The Maker's Eden Demo,2014-08-11,318450,Screwy Lightbulb
"Sunstone Games, LLC.",['Early Access'],Colossal Kaiju Combat™: Kaijuland Battles,2014-08-11,290810,"Sunstone Games, LLC."
Capcom,['Action'],USFIV: Shoryuken Vacation Pack,2014-08-11,308261,Capcom
Capcom,['Action'],USFIV: Shadaloo Vacation Pack,2014-08-11,308263,Capcom
Capcom,['Action'],USFIV: Brawler Vacation Pack,2014-08-11,308262,Capcom
Capcom,['Action'],USFIV: Femme Fatale Vacation Pack,2014-08-11,308265,Capcom
Winter Wolves,"['Adventure', 'Indie']",Bionic Heart,2009-07-07,314200,Winter Wolves
,"['Indie', 'RPG']",Fantasy Grounds - Deadlands Noir - Figure Flats (Token Pack),2014-08-06,317833,"SmiteWorks USA, LLC"
,"['Indie', 'RPG']",Fantasy Grounds - Deadlands Noir - Player's Guide,2014-08-06,317831,"SmiteWorks USA, LLC"
,"['Indie', 'RPG']",Fantasy Grounds - Deadlands Noir - The Old Absinthe House Blues (Adventure),2014-08-06,317832,"SmiteWorks USA, LLC"
SMG Studio,"['Indie', 'Strategy']",OTTTD,2014-08-06,312630,SMG Studio
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - SPECIAL COSTUME PACK 1 & SPECIAL WEAPON,2014-08-06,316440,"KOEI TECMO GAMES CO., LTD."
Sunken Places,"['Indie', 'Simulation']",Classroom Aquatic Demo,2014-08-07,317560,Sunken Places
Surprise Attack,"['Indie', 'Strategy']",OTTTD Demo,2014-08-06,316870,SMG Studio
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - SPECIAL COSTUME PACK 2,2014-08-06,316441,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - BASE THEME PACK,2014-08-06,316448,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - BGM PACK,2014-08-06,316820,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - OLD COSTUME PACK 1,2014-08-06,316442,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - OLD COSTUME PACK 2,2014-08-06,316443,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - OLD COSTUME PACK 4,2014-08-06,316445,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - OLD COSTUME PACK 3,2014-08-06,316444,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - POWERFUL WEAPON PACK,2014-08-06,316446,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - UNIQUE WEAPON PACK,2014-08-06,316447,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - WALLPAPER PACK,2014-08-06,316821,"KOEI TECMO GAMES CO., LTD."
Capcom,['Action'],Ultra Street Fighter® IV,2014-08-07,45760,Capcom
Dovetail Games - Trains,['Simulation'],Train Simulator: Duchess of Sutherland Loco Add-On,2014-08-07,258644,Dovetail Games
Libredia,['Casual'],Kingdom Tales 2,2014-08-07,288610,Cateia Games
"Polynetix Studio, WIWD Development","['Indie', 'Strategy']",Direct Hit: Missile War,2011-03-01,314760,"Polynetix Studio,WIWD Development"
Ganz,"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation']",Amazing World™,2014-08-07,293500,Ganz
Winged Pixel Inc.,"['Indie', 'RPG']",Heroes of a Broken Land,2014-08-07,314470,Winged Pixel Inc.
Brilliant Skies Ltd.,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",From the Depths,2014-08-07,268650,Brilliant Skies Ltd.
,"['Casual', 'Simulation']",Rocksmith® 2014 – Biffy Clyro Song Pack,2014-08-05,294977,Ubisoft - San Francisco
"Castle Pixel, LLC.","['Action', 'Adventure', 'Indie']",Rex Rocket,2014-08-05,288020,"Castle Pixel, LLC."
Meridian4,"['Action', 'Indie', 'RPG']",Space Hack,2005-11-15,315260,
Polynetix Studio,"['Indie', 'Simulation']",Pe-2: Dive Bomber,2007-11-07,314770,Polynetix Studio
Aerosoft GmbH,['Simulation'],New York Bus Simulator,2009-12-11,283580,TML-Studios
Mastertronic,"['Indie', 'RPG']",Runers Demo,2014-08-06,317210,LGK Games
1C Online Games,"['Free to Play', 'Massively Multiplayer', 'RPG']",Royal Quest,2014-08-06,295550,Katauri
Bedtime Digital Games,"['Action', 'Casual', 'Indie']",Back to Bed,2014-08-06,308040,Bedtime Digital Games
505 Games,"['Free to Play', 'Simulation', 'Strategy']",Battle Islands,2014-08-06,305260,DR Studios
tinyBuild,"['Action', 'Indie']",Lovely Planet OST,2014-08-06,317890,"QUICKTEQUILA,Calum Bowen"
Winter Wolves,"['Adventure', 'Casual', 'Simulation']",Flower Shop: Winter In Fairbrook,2011-11-23,311680,Winter Wolves
Nyu Media,"['Indie', 'RPG']",The Sacred Tears TRUE Demo,2014-07-31,316850,AlphaNuts
,"['Adventure', 'Indie']",Cognition - Original Soundtrack Vol 2,2014-07-01,316671,Phoenix Online Studios
,"['Adventure', 'Indie']",Cognition - Original Soundtrack Vol 1,2014-07-31,316670,Phoenix Online Studios
1C Online Games,"['Free to Play', 'Massively Multiplayer', 'RPG']",Royal Quest - Royal Guard Pack,2014-07-31,311540,Katauri
1C Online Games,"['Free to Play', 'Massively Multiplayer', 'RPG']",Royal Quest - Champion of Aura Pack,2014-07-31,313790,Katauri
Ripstone,"['Casual', 'Simulation', 'Sports']",Pure Pool,2014-07-31,300610,VooFoo Studios
Dovetail Games - Trains,['Simulation'],Train Simulator: CSX SD80MAC Loco Add-On,2014-07-31,277733,RailSimulator.com
Deep Silver,"['Action', 'RPG']",Sacred 3: Z4ngr13f Weapon Spirit,2014-07-31,279112,Keen Games
Deep Silver,"['Action', 'RPG']",Sacred 3: Malakhim Hero,2014-07-31,279110,Keen Games
Deep Silver,"['Action', 'RPG']",Sacred 3: Underworld Story,2014-07-31,261160,Keen Games
Commotion Games Pty Ltd,"['Action', 'Indie', 'Early Access']",Recruits,2014-07-31,246880,"QUByte Interactive,Commotion Games Pty Ltd"
Dead Shark Triplepunch,"['Action', 'Indie', 'Sports']",Epigenesis,2014-08-01,244590,Dead Shark Triplepunch
Rebellion,"['Action', 'Adventure']",Sniper Elite 3 - Sniper Rifles Pack,2014-08-01,305184,Rebellion
The Working Parts,"['Adventure', 'Indie']",Residue: Final Cut,2014-08-01,265790,The Working Parts
Minicore Studios,"['Action', 'Adventure', 'Indie']",The Sun at Night,2014-08-01,314570,Minicore Studios
KISS ltd,"['Adventure', 'Indie']",Blackbay Asylum,2014-08-01,313140,TAD Productions AB
Ice Water Games,"['Adventure', 'Indie']",Eidolon,2014-08-01,286140,Ice Water Games
"KISS ltd, Kavcom",['Strategy'],Z Steel Soldiers,2014-08-01,275510,TickTock Games
Leadwerks Software,,Leadwerks Game Engine: Indie Edition Demo,2014-08-01,301170,Leadwerks Software
"Masthead Studios Ltd, Thegamewallstudios, Gamigo AG","['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Guns and Robots,2014-08-04,293540,Masthead Studios Ltd
,"['Casual', 'Simulation']",Rocksmith® 2014 – Lamb of God - “Laid to Rest”,2014-07-29,294968,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Lamb of God - “Walk With Me In Hell”,2014-07-29,294969,Ubisoft - San Francisco
Rake in Grass,"['Adventure', 'Indie', 'RPG']",Northmark: Hour of the Wolf,2014-08-02,307010,Rake in Grass
,"['Casual', 'Simulation']",Rocksmith® 2014 – Lamb of God - “Ghost Walking”,2014-07-29,294970,Ubisoft - San Francisco
,"['Indie', 'RPG']",Fantasy Grounds - C&C: Classic Monsters,2014-07-29,316650,"SmiteWorks USA, LLC"
Stegersaurus Software Inc.,"['Indie', 'Simulation', 'Sports']",Mount Your Friends,2014-07-29,296470,Stegersaurus Software Inc.
"RSUPPORT Co., LTD.","['Education', 'Software Training', 'Utilities', 'Video Production']",liteCam Android: No Root Android Screen Recorder,2014-07-29,315240,"RSUPPORT Co., LTD."
,"['Casual', 'Simulation']",Rocksmith® 2014 – Lamb of God Song Pack,2014-07-29,294971,Ubisoft - San Francisco
"RSUPPORT Co., LTD.",['Action'],liteCam Android: No Root Android Screen Recorder Demo,2014-07-29,316040,"RSUPPORT Co., LTD."
rondomedia GmbH,"['Simulation', 'Strategy']",Industry Empire,2014-07-30,291930,Actalogic
1C-777,['Simulation'],Rise of Flight: Intrepid Flyers,2014-07-30,315560,777 Studios
Pixelatto,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",AutoTileSet,2014-07-30,313320,Pixelatto
Screwy Lightbulb,"['Adventure', 'Casual']",The Maker's Eden,2014-07-30,313360,Screwy Lightbulb
Clickteam,"['Animation &amp; Modeling', 'Education', 'Utilities', 'Web Publishing']",Flash Exporter for Clickteam Fusion 2.5,2014-07-30,267653,Clickteam
Screwy Lightbulb,"['Adventure', 'Casual']",The Maker's Eden - Soundtrack,2014-07-30,316640,"Screwy Lightbulb,Abstraction"
,"['Action', 'Indie', 'RPG']",Crypt of the Necrodancer Original Danny Baranowsky Soundtrack,2014-07-30,314680,Brace Yourself Games
Codemasters,"['Racing', 'Sports']",Colin McRae Rally,2014-07-30,287340,Codemasters Digital
,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",Leadwerks Game Engine - SciFi Interior Model Pack,2014-07-30,315490,Leadwerks Software
Sinclair Strange,"['Action', 'Adventure', 'Indie']",Jet Gunner Demo,2014-07-30,316900,Sinclair Strange
Clickteam,"['Action', 'Adventure', 'Indie']",Spud's Quest,2014-07-31,315610,Mouldy Toof Studios
United Independent Entertainment GmbH,"['Action', 'Adventure', 'Indie']",Pineview Drive,2014-07-31,288880,UIG International GmbH
Re-Logic,"['Adventure', 'Indie', 'RPG', 'Simulation']",Pixel Piracy,2015-04-23,264140,Vitali Kirpu
,"['Indie', 'RPG']",Fantasy Grounds - C&C: Of Gods and Monsters,2014-07-31,316651,"SmiteWorks USA, LLC"
Ripstone,"['Casual', 'Simulation', 'Sports']",Pure Pool™ - VooFoo DNA,2014-07-31,300860,VooFoo Studios
Activision,['Action'],Call of Duty®: Ghosts - Leopard Pack,2014-07-31,295439,Infinity Ward
tinyBuild,"['Action', 'Indie']",Lovely Planet,2014-07-31,298600,QUICKTEQUILA
Activision,['Action'],Call of Duty®: Ghosts - Hydra Pack,2014-07-31,301111,Infinity Ward
Activision,['Action'],Call of Duty®: Ghosts - Abstract Pack,2014-07-31,295440,Infinity Ward
Activision,['Action'],Call of Duty®: Ghosts - Tattoo Pack,2014-07-31,301113,Infinity Ward
Activision,['Action'],Call of Duty®: Ghosts - Skulls Pack,2014-07-31,301112,Infinity Ward
Activision,['Action'],Call of Duty®: Ghosts - Weapon - The Maverick,2014-07-31,301116,Infinity Ward
Activision,['Action'],Call of Duty®: Ghosts - Nebula Pack,2014-07-31,301114,Infinity Ward
Activision,['Action'],Call of Duty®: Ghosts - Blunt Force Character Pack,2014-07-31,309870,Infinity Ward
Activision,['Action'],Call of Duty®: Ghosts - Weapon - The Ripper,2014-07-31,301115,Infinity Ward
Activision,['Action'],Call of Duty®: Ghosts - Inferno Character Pack,2014-07-31,309871,Infinity Ward
SEGA,['Strategy'],CoH 2 - OKW Commander: Scavenge Doctrine,2014-07-23,297514,Relic Entertainment
KISS ltd,"['Adventure', 'Indie', 'RPG']",Unrest: Special Edition Extras,2014-07-23,301720,Pyrodactyl
KISS ltd,"['Adventure', 'Indie', 'RPG']",Unrest,2014-07-23,292400,Pyrodactyl
,"['Adventure', 'Indie', 'RPG']",Unrest: Soundtrack,2014-07-23,301710,Pyrodactyl
Ohm Force,['Audio Production'],Ohmicide,2007-04-13,279280,Ohm Force
Apparition Games,"['Casual', 'Indie']",Micron,2014-07-23,290380,Apparition Games
Aerosoft GmbH,['Simulation'],X-Plane 10 AddOn - Aerosoft - Airport Amsterdam,2014-07-24,315010,XYZ Visuals
Retro Army Limited,"['Action', 'Indie', 'RPG']",Super Trench Attack!,2014-07-24,311870,Retro Army Limited
Retro Army Limited,"['Action', 'Indie', 'RPG']",Super Trench Attack! Demo,2014-07-24,314390,Retro Army Limited
Focus Home Interactive,['Strategy'],Wargame Red Dragon - The Millionth Mile,2014-07-24,313560,Eugen Systems
Kalypso Media Digital,"['RPG', 'Simulation', 'Strategy']",Tropico 5 - The Big Cheese,2014-07-24,306391,Haemimont Games
Ghostlight LTD,"['Adventure', 'RPG', 'Strategy']",Agarest Zero - DLC Bundle #7,2014-07-24,281607,Idea Factory
Buka Entertainment,"['RPG', 'Strategy']",Battle Mages: Sign of Darkness,2006-04-13,311060,Targem Games
Devolver Digital,"['Adventure', 'Indie']",Gods Will Be Watching,2014-07-24,274290,Deconstructeam
Rampant Games,"['Indie', 'RPG']",Frayed Knights: The Skull of S'makh-Daon,2014-07-24,314120,Rampant Games
Nomad Games,"['Indie', 'RPG', 'Strategy']",Talisman - Character Pack #7 - Black Witch,2014-07-24,267773,Nomad Games
Dovetail Games - Trains,['Simulation'],Train Simulator: Norfolk Southern GP38-2 High Hood Loco Add-On,2014-07-24,258666,Dovetail Games
Entheogen Studios LLC,"['Action', 'Casual', 'Indie', 'RPG']",Zigfrak Demo,2012-11-01,315510,Entheogen Studios LLC
Strategy First,['Strategy'],Graviteam Tactics: Zhalanashkol 1969,2014-07-24,313281,Graviteam
Dan Walters,"['Casual', 'Indie', 'Strategy']",Terrorhedron Tower Defense,2014-07-24,299720,Dan Walters
@unepic_fran,"['Action', 'Indie', 'RPG']",UnEpic,2014-07-25,233980,@unepic_fran
PlayRIX,"['Adventure', 'Casual']",Fall of the New Age Premium Edition,2014-01-03,314510,Shaman Games Studio
Eversim,['Strategy'],Modding Tool add-on for Rulers of Nations,2014-07-25,315990,Eversim
Creability,"['Adventure', 'Free to Play', 'Indie']",Only If,2014-07-25,298260,Creability
Touz,"['Action', 'Adventure', 'Indie', 'Early Access']",The Fifth Day,2014-07-25,312210,Touz
JForce Games,"['Action', 'Indie']",Murder Miners,2014-07-25,274900,JForce Games
Winter Wolves,"['Adventure', 'Casual', 'Simulation']",Nicole (otome version),2013-10-17,307190,Winter Wolves
KISS ltd,"['Action', 'Adventure']",Gold Rush! Classic,1988-12-23,308000,"The Software Farm,Sunlight Games,Sierra Entertainment"
"Trion Worlds, Inc.","['Action', 'Massively Multiplayer', 'RPG']",Defiance: Hunter Pack,2014-06-04,304081,"Trion Worlds, Inc."
Viva Media,"['Simulation', 'Sports']",Total Pro Golf 3,2014-07-25,308320,Wolverine Studios
Devolver Digital,"['Indie', 'Sports']",OlliOlli,2014-07-22,274250,"Roll7,General Arcade"
"Trion Worlds, Inc.","['Action', 'Massively Multiplayer', 'RPG']",Defiance: Recruit Pack,2014-06-04,304080,"Trion Worlds, Inc."
Chucklefish,"['Action', 'Indie', 'RPG', 'Strategy']",Halfway,2014-07-22,253150,Robotality
Alfred Lam,"['Casual', 'Indie']",LogiGun,2012-08-01,308360,Alfred Lam
,"['Casual', 'Simulation']",Rocksmith® 2014 – Daryl Hall and John Oates - “Kiss On My List”,2014-07-22,294967,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Rupert Holmes - “Escape (The Piña Colada Song)”,2014-07-22,294964,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Toto - “Hold the Line”,2014-07-22,294963,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Michael McDonald - “I Keep Forgettin’ (Every Time You’re Near)”,2014-07-22,294966,Ubisoft - San Francisco
"Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],Medieval II: Total War Kingdoms,2014-07-22,306541,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
Wizards of the Coast,['Strategy'],Shandalar Card Collection,2014-07-16,265144,Stainless games
Wizards of the Coast,['Strategy'],Ravnica Card Collection,2014-07-16,265143,Stainless Games
Wizards of the Coast,['Strategy'],Zendikar Card Collection,2014-07-16,265145,Stainless Games
Viva Media,['Adventure'],Small Town Terrors Pilgrim's Hook Collector's Edition,2013-04-18,302110,Gunnar Games
Section Studios,"['Adventure', 'Casual', 'Indie', 'RPG']",Vlad the Impaler,2014-07-17,295850,Section Studios
Dovetail Games - Trains,['Simulation'],Train Simulator: Norfolk Southern SD40-2 High Nose Long Hood Forward Loco Add-On,2014-07-17,277737,Dovetail Games
Dovetail Games - Trains,['Simulation'],Train Simulator: Norfolk Southern Coal District Route Add-On,2014-07-17,258654,Dovetail Games
ORiGO GAMES,"['Action', 'Indie', 'Strategy']",So Many Me,2014-07-17,260530,Extend Studio
,"['Simulation', 'Strategy']",Cities in Motion 2: European vehicle pack,2014-07-17,306171,Colossal Order Ltd.
Fixpoint Productions Ltd.,"['Action', 'Casual', 'Indie']",Pivvot - Soundtrack (320kbps MP3),2014-07-14,311440,Fixpoint Productions Ltd.
CI Games,['Action'],Enemy Front Multiplayer Map Pack,2014-07-14,298990,CI Games
